id,DATE,avg_AirTemp
1014,10-Oct-20,29.05
1015,11-Oct-20,28.75
1016,12-Oct-20,28.25
1017,13-Oct-20,30.65
1018,14-Oct-20,30.35
1019,15-Oct-20,30.15
1020,16-Oct-20,28.5
1021,17-Oct-20,29.25
1022,18-Oct-20,29.75
1023,19-Oct-20,30
1024,20-Oct-20,29.5
1025,21-Oct-20,29.6
1026,22-Oct-20,30.75
1027,23-Oct-20,29.6
1028,24-Oct-20,28.15
1029,25-Oct-20,29
1030,26-Oct-20,30
1031,27-Oct-20,30.1
1032,28-Oct-20,29.15
1033,29-Oct-20,27.8
1034,30-Oct-20,27.4
1035,31-Oct-20,26.9
1036,1-Nov-20,27.2
1037,2-Nov-20,29
1038,3-Nov-20,28.6
1039,4-Nov-20,28
1040,5-Nov-20,27.8
1041,6-Nov-20,27.6
1042,7-Nov-20,27.5
1043,8-Nov-20,27.05
1044,9-Nov-20,27.5
1045,10-Nov-20,28.25
1046,11-Nov-20,27.75
1047,12-Nov-20,27.55
1048,13-Nov-20,29.05
1049,14-Nov-20,29.4
1050,15-Nov-20,29.55
1051,16-Nov-20,30.25
1052,17-Nov-20,29.4
1053,18-Nov-20,28.6
1054,19-Nov-20,28.9
1055,20-Nov-20,28.4
1056,21-Nov-20,29.35
1057,22-Nov-20,29
1058,23-Nov-20,29.05
1059,24-Nov-20,28.75
1060,25-Nov-20,28.25
1061,26-Nov-20,29.05
1062,27-Nov-20,28.55
1063,28-Nov-20,27.65
1064,29-Nov-20,29.35
1065,30-Nov-20,27.25
1066,1-Dec-20,27
1067,2-Dec-20,27.3
1068,3-Dec-20,26.8
1069,4-Dec-20,26.9
1070,5-Dec-20,28.15
1071,6-Dec-20,28.3
1072,7-Dec-20,29.7
1073,8-Dec-20,29.9
1074,9-Dec-20,29.05
1075,10-Dec-20,29.75
1076,11-Dec-20,28.8
1077,12-Dec-20,28.4
1078,13-Dec-20,28.8
1079,14-Dec-20,28.75
1080,15-Dec-20,28.6
1081,16-Dec-20,27.95
1082,17-Dec-20,28.75
1083,18-Dec-20,29.25
1084,19-Dec-20,26.1
1085,20-Dec-20,26.05
1086,21-Dec-20,26.4
1087,22-Dec-20,29
1088,23-Dec-20,28.65
1089,24-Dec-20,27.9
1090,25-Dec-20,28.9
1091,26-Dec-20,29
1092,27-Dec-20,28.75
1093,28-Dec-20,29.2
1094,29-Dec-20,27.5
1095,30-Dec-20,24.85
1096,31-Dec-20,25.45
1097,1-Jan-21,26.5
1098,2-Jan-21,25.65
1099,3-Jan-21,23.95
1100,4-Jan-21,25.7
1101,5-Jan-21,25.45
1102,6-Jan-21,25.65
1103,7-Jan-21,25.9
1104,8-Jan-21,28.5
1105,9-Jan-21,25.85
1106,10-Jan-21,28.1
1107,11-Jan-21,27.05
1108,12-Jan-21,24.4
1109,13-Jan-21,23.55
1110,14-Jan-21,25.45
1111,15-Jan-21,27.1
1112,16-Jan-21,25.5
1113,17-Jan-21,25.25
1114,18-Jan-21,25.65
1115,19-Jan-21,24.75
1116,20-Jan-21,24.3
1117,21-Jan-21,24.15
1118,22-Jan-21,24.25
1119,23-Jan-21,24.8
1120,24-Jan-21,27.1
1121,25-Jan-21,26.75
1122,26-Jan-21,25.75
1123,27-Jan-21,24.75
1124,28-Jan-21,25.95
1125,29-Jan-21,25.7
1126,30-Jan-21,22.15
1127,31-Jan-21,23.1
1128,1-Feb-21,23.1
1129,2-Feb-21,23.4
1130,3-Feb-21,22.8
1131,4-Feb-21,22.5
1132,5-Feb-21,24.3
1133,6-Feb-21,27.4
1134,7-Feb-21,27.65
1135,8-Feb-21,28.8
1136,9-Feb-21,22
1137,10-Feb-21,24.75
1138,11-Feb-21,24.75
1139,12-Feb-21,24.6
1140,13-Feb-21,25.55
1141,14-Feb-21,25.2
1142,15-Feb-21,26.4
1143,16-Feb-21,25.8
1144,17-Feb-21,27.65
1145,18-Feb-21,24.5
1146,19-Feb-21,23.15
1147,20-Feb-21,23.4
1148,21-Feb-21,24.1
1149,22-Feb-21,23.15
1150,23-Feb-21,26.3
1151,24-Feb-21,27.8
1152,25-Feb-21,26
1153,26-Feb-21,26.75
1154,27-Feb-21,25.75
1155,28-Feb-21,26.1
1156,1-Mar-21,24.9
1157,2-Mar-21,27.25
1158,3-Mar-21,27.1
1159,4-Mar-21,26.9
1160,5-Mar-21,26.45
1161,6-Mar-21,27.25
1162,7-Mar-21,26.55
1163,8-Mar-21,27.15
1164,9-Mar-21,28.1
1165,10-Mar-21,27.85
1166,11-Mar-21,28.2
1167,12-Mar-21,28.55
1168,13-Mar-21,27.9
1169,14-Mar-21,26.1
1170,15-Mar-21,26.35
1171,16-Mar-21,27.65
1172,17-Mar-21,26.8
1173,18-Mar-21,27.55
1174,19-Mar-21,26.15
1175,20-Mar-21,26.9
1176,21-Mar-21,26.9
1177,22-Mar-21,26.25
1178,23-Mar-21,27.3
1179,24-Mar-21,27.85
1180,25-Mar-21,27.75
1181,26-Mar-21,27.7
1182,27-Mar-21,28.25
1183,28-Mar-21,27.6
1184,29-Mar-21,28.4
1185,30-Mar-21,28.55
1186,31-Mar-21,28.8
1187,1-Apr-21,27.8
1188,2-Apr-21,28.5
1189,3-Apr-21,28.4
1190,4-Apr-21,28.7
1191,5-Apr-21,28.5
1192,6-Apr-21,28.4
1193,7-Apr-21,26.3
1194,8-Apr-21,27.5
1195,9-Apr-21,28.2
1196,10-Apr-21,28.55
1197,11-Apr-21,28.85
1198,12-Apr-21,28.35
1199,13-Apr-21,27.85
1200,14-Apr-21,29.2
1201,15-Apr-21,26.9
1202,16-Apr-21,28.35
1203,17-Apr-21,28.1
1204,18-Apr-21,28.75
1205,19-Apr-21,29.2
1206,20-Apr-21,28.75
1207,21-Apr-21,29.55
1208,22-Apr-21,30
1209,23-Apr-21,28.95
1210,24-Apr-21,29.35
1211,25-Apr-21,29.95
1212,26-Apr-21,29.75
1213,27-Apr-21,29.6
1214,28-Apr-21,30.15
1215,29-Apr-21,30.5
1216,30-Apr-21,28.75
1217,1-May-21,29.5
1218,2-May-21,29.6
1219,3-May-21,29.55
1220,4-May-21,30.2
1221,5-May-21,31.3
1222,6-May-21,30.7
1223,7-May-21,30.8
1224,8-May-21,30.7
1225,9-May-21,30
1226,10-May-21,29.8
1227,11-May-21,31.15
1228,12-May-21,29.6
1229,13-May-21,30.95
1230,14-May-21,31.15
1231,15-May-21,29.7
1232,16-May-21,27.85
1233,17-May-21,29.95
1234,18-May-21,30.2
1235,19-May-21,30.4
1236,20-May-21,30.45
1237,21-May-21,31.25
1238,22-May-21,29.95
1239,23-May-21,27.35
1240,24-May-21,28.8
1241,25-May-21,29.3
1242,26-May-21,31.4
1243,27-May-21,29.75
1244,28-May-21,30.3
1245,29-May-21,32.3
1246,30-May-21,30.2
1247,31-May-21,30.5
1248,1-Jun-21,31.05
1249,2-Jun-21,30.5
1250,3-Jun-21,30.5
1251,4-Jun-21,31.25
1252,5-Jun-21,30.85
1253,6-Jun-21,30.25
1254,7-Jun-21,30
1255,8-Jun-21,30.7
1256,9-Jun-21,29
1257,10-Jun-21,30.4
1258,11-Jun-21,31.5
1259,12-Jun-21,30.05
1260,13-Jun-21,29.9
1261,14-Jun-21,29.25
1262,15-Jun-21,30.25
1263,16-Jun-21,29.8
1264,17-Jun-21,29.9
1265,18-Jun-21,30.55
1266,19-Jun-21,30.45
1267,20-Jun-21,28.9
1268,21-Jun-21,29.75
1269,22-Jun-21,29.8
1270,23-Jun-21,30.05
1271,24-Jun-21,29.35
1272,25-Jun-21,30.55
1273,26-Jun-21,30.15
1274,27-Jun-21,29.7
1275,28-Jun-21,28.85
1276,29-Jun-21,29.3
1277,30-Jun-21,29.2
1278,1-Jul-21,30.15
1279,2-Jul-21,30
1280,3-Jul-21,28.75
1281,4-Jul-21,28.25
1282,5-Jul-21,28.75
1283,6-Jul-21,29.5
1284,7-Jul-21,29.1
1285,8-Jul-21,29.6
1286,9-Jul-21,29.1
1287,10-Jul-21,29.95
1288,11-Jul-21,28.95
1289,12-Jul-21,30.1
1290,13-Jul-21,28.4
1291,14-Jul-21,27.65
1292,15-Jul-21,28.65
1293,16-Jul-21,29.55
1294,17-Jul-21,28.6
1295,18-Jul-21,30.5
1296,19-Jul-21,29.35
1297,20-Jul-21,29.55
1298,21-Jul-21,29.8
1299,22-Jul-21,30.1
1300,23-Jul-21,29.1
1301,24-Jul-21,28.4
1302,25-Jul-21,29.65
1303,26-Jul-21,29.35
1304,27-Jul-21,29.55
1305,28-Jul-21,28.9
1306,29-Jul-21,29.85
1307,30-Jul-21,30.5
1308,31-Jul-21,29.45
1309,1-Aug-21,28.5
1310,2-Aug-21,29.55
1311,3-Aug-21,30.25
1312,4-Aug-21,29.1
1313,5-Aug-21,29.65
1314,6-Aug-21,29.8
1315,7-Aug-21,30.15
1316,8-Aug-21,28.45
1317,9-Aug-21,29
1318,10-Aug-21,29.1
1319,11-Aug-21,29.9
1320,12-Aug-21,29.8
1321,13-Aug-21,29
1322,14-Aug-21,28.8
1323,15-Aug-21,28.2
1324,16-Aug-21,28.6
1325,17-Aug-21,28.55
1326,18-Aug-21,29.95
1327,19-Aug-21,29.7
1328,20-Aug-21,28.75
1329,21-Aug-21,27.75
1330,22-Aug-21,28.1
1331,23-Aug-21,28.5
1332,24-Aug-21,29.65
1333,25-Aug-21,27.5
1334,26-Aug-21,29.75
1335,27-Aug-21,29.5
1336,28-Aug-21,29.35
1337,29-Aug-21,28.5
1338,30-Aug-21,28.3
1339,31-Aug-21,28.6
1340,1-Sep-21,28.85
1341,2-Sep-21,29.25
1342,3-Sep-21,29.75
1343,4-Sep-21,29.5
1344,5-Sep-21,29.2
1345,6-Sep-21,30
1346,7-Sep-21,29.45
1347,8-Sep-21,29.9
1348,9-Sep-21,29.6
1349,10-Sep-21,30.4
1350,11-Sep-21,29.3
1351,12-Sep-21,29.1
1352,13-Sep-21,29.4
1353,14-Sep-21,28.75
1354,15-Sep-21,30.8
1355,16-Sep-21,29.75
1356,17-Sep-21,29.9
1357,18-Sep-21,29.5
1358,19-Sep-21,29.45
1359,20-Sep-21,30.1
1360,21-Sep-21,29.85
1361,22-Sep-21,30.2
1362,23-Sep-21,30.25
1363,24-Sep-21,30
1364,25-Sep-21,29.6
1365,26-Sep-21,29.85
1366,27-Sep-21,29.8
1367,28-Sep-21,29.85
1368,29-Sep-21,29.2
1369,30-Sep-21,29
1370,1-Oct-21,29.4
1371,2-Oct-21,29.75
1372,3-Oct-21,29.5
1373,4-Oct-21,30.3
1374,5-Oct-21,30.65
1375,6-Oct-21,30.6
1376,7-Oct-21,30.35
1377,8-Oct-21,30.1
1378,9-Oct-21,29.3
1379,10-Oct-21,29.05
1380,11-Oct-21,28.75
1381,12-Oct-21,28.25
1382,13-Oct-21,30.65
1383,14-Oct-21,30.35
1384,15-Oct-21,30.15
1385,16-Oct-21,28.5
1386,17-Oct-21,29.25
1387,18-Oct-21,29.75
1388,19-Oct-21,30
1389,20-Oct-21,29.5
1390,21-Oct-21,29.6
1391,22-Oct-21,30.75
1392,23-Oct-21,29.6
1393,24-Oct-21,28.15
1394,25-Oct-21,29
1395,26-Oct-21,30
1396,27-Oct-21,30.1
1397,28-Oct-21,29.15
1398,29-Oct-21,27.8
1399,30-Oct-21,27.4
1400,31-Oct-21,26.9
1401,1-Nov-21,27.2
1402,2-Nov-21,29
1403,3-Nov-21,28.6
1404,4-Nov-21,28
1405,5-Nov-21,27.8
1406,6-Nov-21,27.6
1407,7-Nov-21,27.5
1408,8-Nov-21,27.05
1409,9-Nov-21,27.5
1410,10-Nov-21,28.25
1411,11-Nov-21,27.75
1412,12-Nov-21,27.55
1413,13-Nov-21,29.05
1414,14-Nov-21,29.4
1415,15-Nov-21,29.55
1416,16-Nov-21,30.25
1417,17-Nov-21,29.4
1418,18-Nov-21,28.6
1419,19-Nov-21,28.9
1420,20-Nov-21,28.4
1421,21-Nov-21,29.35
1422,22-Nov-21,29
1423,23-Nov-21,29.05
1424,24-Nov-21,28.75
1425,25-Nov-21,28.25
1426,26-Nov-21,29.05
1427,27-Nov-21,28.55
1428,28-Nov-21,27.65
1429,29-Nov-21,29.35
1430,30-Nov-21,27.25
1431,1-Dec-21,27
1432,2-Dec-21,27.3
1433,3-Dec-21,26.8
1434,4-Dec-21,26.9
1435,5-Dec-21,28.15
1436,6-Dec-21,28.3
1437,7-Dec-21,29.7
1438,8-Dec-21,29.9
1439,9-Dec-21,29.05
1440,10-Dec-21,29.75
1441,11-Dec-21,28.8
1442,12-Dec-21,28.4
1443,13-Dec-21,28.8
1444,14-Dec-21,28.75
1445,15-Dec-21,28.6
1446,16-Dec-21,27.95
1447,17-Dec-21,28.75
1448,18-Dec-21,29.25
1449,19-Dec-21,26.1
1450,20-Dec-21,26.05
1451,21-Dec-21,26.4
1452,22-Dec-21,29
1453,23-Dec-21,28.65
1454,24-Dec-21,27.9
1455,25-Dec-21,28.9
1456,26-Dec-21,29
1457,27-Dec-21,28.75
1458,28-Dec-21,29.2
1459,29-Dec-21,27.5
1460,30-Dec-21,24.85
1461,31-Dec-21,25.45
1462,1-Jan-22,23.35
1463,2-Jan-22,23.7
1464,3-Jan-22,24.25
1465,4-Jan-22,25.55
1466,5-Jan-22,24.6
1467,6-Jan-22,24.9
1468,7-Jan-22,25.25
1469,8-Jan-22,24.8
1470,9-Jan-22,24.3
1471,10-Jan-22,24
1472,11-Jan-22,22.7
1473,12-Jan-22,23.6
1474,13-Jan-22,23
1475,14-Jan-22,23.25
1476,15-Jan-22,22.6
1477,16-Jan-22,23.4
1478,17-Jan-22,23.65
1479,18-Jan-22,23.75
1480,19-Jan-22,23.9
1481,20-Jan-22,25.8
1482,21-Jan-22,25.7
1483,22-Jan-22,26.15
1484,23-Jan-22,26.85
1485,24-Jan-22,25.85
1486,25-Jan-22,25.95
1487,26-Jan-22,28.05
1488,27-Jan-22,26.1
1489,28-Jan-22,25.5
1490,29-Jan-22,25.15
1491,30-Jan-22,22.2
1492,31-Jan-22,24.55
1493,1-Feb-22,24.45
1494,2-Feb-22,24.75
1495,3-Feb-22,24.15
1496,4-Feb-22,24.3
1497,5-Feb-22,24.25
1498,6-Feb-22,25.2
1499,7-Feb-22,25.4
1500,8-Feb-22,25.95
1501,9-Feb-22,25.45
1502,10-Feb-22,24.8
1503,11-Feb-22,25.95
1504,12-Feb-22,25.9
1505,13-Feb-22,26.2
1506,14-Feb-22,25.65
1507,15-Feb-22,26.15
1508,16-Feb-22,25
1509,17-Feb-22,26.3
1510,18-Feb-22,27.25
1511,19-Feb-22,27.9
1512,20-Feb-22,26.5
1513,21-Feb-22,26.9
1514,22-Feb-22,27.35
1515,23-Feb-22,26.1
1516,24-Feb-22,26.25
1517,25-Feb-22,26.45
1518,26-Feb-22,25.85
1519,27-Feb-22,25.75
1520,28-Feb-22,26.1
1521,1-Mar-22,26.1
1522,2-Mar-22,26.5
1523,3-Mar-22,26
1524,4-Mar-22,26.25
1525,5-Mar-22,25.2
1526,6-Mar-22,26.5
1527,7-Mar-22,26.3
1528,8-Mar-22,26
1529,9-Mar-22,27.75
1530,10-Mar-22,28.85
1531,11-Mar-22,26.8
1532,12-Mar-22,28.7
1533,13-Mar-22,27
1534,14-Mar-22,27.5
1535,15-Mar-22,28.25
1536,16-Mar-22,28.25
1537,17-Mar-22,28.25
1538,18-Mar-22,26.8
1539,19-Mar-22,27.85
1540,20-Mar-22,28
1541,21-Mar-22,27.4
1542,22-Mar-22,28.4
1543,23-Mar-22,27.5
1544,24-Mar-22,28.4
1545,25-Mar-22,28.35
1546,26-Mar-22,28.15
1547,27-Mar-22,29.55
1548,28-Mar-22,28.35
1549,29-Mar-22,30.4
1550,30-Mar-22,29.5
1551,31-Mar-22,28.85
1552,1-Apr-22,28.9
1553,2-Apr-22,28.85
1554,3-Apr-22,29.05
1555,4-Apr-22,28.4
1556,5-Apr-22,29.65
1557,6-Apr-22,29.3
1558,7-Apr-22,30.25
1559,8-Apr-22,29.25
1560,9-Apr-22,28.2
1561,10-Apr-22,28.8
1562,11-Apr-22,28.3
1563,12-Apr-22,28.1
1564,13-Apr-22,28.7
1565,14-Apr-22,27.25
1566,15-Apr-22,26.6
1567,16-Apr-22,28.25
1568,17-Apr-22,28.35
1569,18-Apr-22,27.8
1570,19-Apr-22,28.25
1571,20-Apr-22,28.65
1572,21-Apr-22,28.65
1573,22-Apr-22,29.3
1574,23-Apr-22,27.85
1575,24-Apr-22,28.6
1576,25-Apr-22,29.25
1577,26-Apr-22,29.35
1578,27-Apr-22,28.6
1579,28-Apr-22,29.6
1580,29-Apr-22,31.35
1581,30-Apr-22,30.25
1582,1-May-22,29.3
1583,2-May-22,28.95
1584,3-May-22,30.05
1585,4-May-22,29.9
1586,5-May-22,29.35
1587,6-May-22,29.5
1588,7-May-22,30
1589,8-May-22,30.8
1590,9-May-22,30.5
1591,10-May-22,29.6
1592,11-May-22,29.5
1593,12-May-22,31
1594,13-May-22,29.8
1595,14-May-22,30.3
1596,15-May-22,30.35
1597,16-May-22,30.75
1598,17-May-22,29.75
1599,18-May-22,27.9
1600,19-May-22,27.4
1601,20-May-22,24.5
1602,21-May-22,27.65
1603,22-May-22,28.45
1604,23-May-22,29.25
1605,24-May-22,28.25
1606,25-May-22,28.4
1607,26-May-22,28.55
1608,27-May-22,29.45
1609,28-May-22,29.9
1610,29-May-22,28.35
1611,30-May-22,28.25
1612,31-May-22,29.35
1613,1-Jun-22,27.75
1614,2-Jun-22,29.4
1615,3-Jun-22,28.7
1616,4-Jun-22,28.15
1617,5-Jun-22,28.15
1618,6-Jun-22,28.4
1619,7-Jun-22,29.4
1620,8-Jun-22,28.4
1621,9-Jun-22,29.8
1622,10-Jun-22,28.6
1623,11-Jun-22,28.25
1624,12-Jun-22,29.1
1625,13-Jun-22,28.55
1626,14-Jun-22,28.75
1627,15-Jun-22,28.6
1628,16-Jun-22,29.4
1629,17-Jun-22,28.1
1630,18-Jun-22,29.35
1631,19-Jun-22,28.85
1632,20-Jun-22,28.2
1633,21-Jun-22,28
1634,22-Jun-22,27.6
1635,23-Jun-22,28.25
1636,24-Jun-22,28.2
1637,25-Jun-22,28.1
1638,26-Jun-22,28.25
1639,27-Jun-22,28.3
1640,28-Jun-22,28.45
1641,29-Jun-22,29.2
1642,30-Jun-22,29.3
1643,1-Jul-22,28.6
1644,2-Jul-22,29.2
1645,3-Jul-22,29.35
1646,4-Jul-22,29.1
1647,5-Jul-22,27.75
1648,6-Jul-22,27.8
1649,7-Jul-22,28.75
1650,8-Jul-22,28.5
1651,9-Jul-22,28.6
1652,10-Jul-22,29.45
1653,11-Jul-22,29.4
1654,12-Jul-22,27
1655,13-Jul-22,28.25
1656,14-Jul-22,28.05
1657,15-Jul-22,28.5
1658,16-Jul-22,28.05
1659,17-Jul-22,28.65
1660,18-Jul-22,28.05
1661,19-Jul-22,29.1
1662,20-Jul-22,29.1
1663,21-Jul-22,28.1
1664,22-Jul-22,28.7
1665,23-Jul-22,29.8
1666,24-Jul-22,29.05
1667,25-Jul-22,29.05
1668,26-Jul-22,29
1669,27-Jul-22,28.75
1670,28-Jul-22,28.05
1671,29-Jul-22,28.9
1672,30-Jul-22,28.4
1673,31-Jul-22,28.75
1674,1-Aug-22,28.3
1675,2-Aug-22,28.35
1676,3-Aug-22,27.85
1677,4-Aug-22,28.3
1678,5-Aug-22,28.45
1679,6-Aug-22,29.2
1680,7-Aug-22,28.7
1681,8-Aug-22,27.6
1682,9-Aug-22,27.8
1683,10-Aug-22,27.8
1684,11-Aug-22,27.6
1685,12-Aug-22,27.75
1686,13-Aug-22,27.9
1687,14-Aug-22,28.35
1688,15-Aug-22,27.5
1689,16-Aug-22,27.75
1690,17-Aug-22,27.8
1691,18-Aug-22,27.25
1692,19-Aug-22,26.5
1693,20-Aug-22,27.6
1694,21-Aug-22,28.05
1695,22-Aug-22,27
1696,23-Aug-22,27.35
1697,24-Aug-22,27.9
1698,25-Aug-22,28.1
1699,26-Aug-22,27.9
1700,27-Aug-22,28.1
1701,28-Aug-22,27.8
1702,29-Aug-22,28.35
1703,30-Aug-22,27.85
1704,31-Aug-22,27.9
1705,1-Sep-22,28.25
1706,2-Sep-22,27.4
1707,3-Sep-22,26.8
1708,4-Sep-22,27.4
1709,5-Sep-22,27.95
1710,6-Sep-22,28.4
1711,7-Sep-22,29.4
1712,8-Sep-22,28.8
1713,9-Sep-22,28.8
1714,10-Sep-22,28.35
1715,11-Sep-22,27.8
1716,12-Sep-22,27.5
1717,13-Sep-22,27.15
1718,14-Sep-22,27.9
1719,15-Sep-22,27.75
1720,16-Sep-22,27.55
1721,17-Sep-22,27.35
1722,18-Sep-22,26.85
1723,19-Sep-22,26.5
1724,20-Sep-22,26.7
1725,21-Sep-22,26.9
1726,22-Sep-22,27.3
1727,23-Sep-22,26.75
1728,24-Sep-22,28.15
1729,25-Sep-22,28.2
1730,26-Sep-22,27.8
1731,27-Sep-22,28.4
1732,28-Sep-22,28.3
1733,29-Sep-22,27.9
1734,30-Sep-22,28.75
1735,1-Oct-22,28.1
1736,2-Oct-22,27.25
1737,3-Oct-22,28.9
1738,4-Oct-22,29.4
1739,5-Oct-22,29.55
1740,6-Oct-22,28.75
1741,7-Oct-22,29.35
1742,8-Oct-22,28.6
1743,9-Oct-22,27.95
1744,10-Oct-22,28.65
1745,11-Oct-22,26.45
1746,12-Oct-22,26.65
1747,13-Oct-22,26.25
1748,14-Oct-22,27.5
1749,15-Oct-22,25.85
1750,16-Oct-22,26.05
1751,17-Oct-22,27.25
1752,18-Oct-22,28.4
1753,19-Oct-22,27.5
1754,20-Oct-22,26.55
1755,21-Oct-22,27.2
1756,22-Oct-22,27.5
1757,23-Oct-22,28.25
1758,24-Oct-22,27.05
1759,25-Oct-22,25.5
1760,26-Oct-22,25.4
1761,27-Oct-22,27.35
1762,28-Oct-22,27.65
1763,29-Oct-22,27.15
1764,30-Oct-22,27.4
1765,31-Oct-22,28.85
1766,1-Nov-22,27.1
1767,2-Nov-22,27.1
1768,3-Nov-22,26.8
1769,4-Nov-22,28.1
1770,5-Nov-22,27.4
1771,6-Nov-22,26.5
1772,7-Nov-22,26.5
1773,8-Nov-22,27.05
1774,9-Nov-22,27.55
1775,10-Nov-22,27.3
1776,11-Nov-22,27.75
1777,12-Nov-22,28.05
1778,13-Nov-22,27.35
1779,14-Nov-22,28.2
1780,15-Nov-22,28.4
1781,16-Nov-22,26.9
1782,17-Nov-22,28.15
1783,18-Nov-22,27.2
1784,19-Nov-22,28.35
1785,20-Nov-22,28.3
1786,21-Nov-22,28.95
1787,22-Nov-22,28.5
1788,23-Nov-22,27.75
1789,24-Nov-22,28.45
1790,25-Nov-22,28.2
1791,26-Nov-22,27.05
1792,27-Nov-22,26.9
1793,28-Nov-22,26.8
1794,29-Nov-22,27.3
1795,30-Nov-22,27.45
1796,1-Dec-22,26.25
1797,2-Dec-22,27.25
1798,3-Dec-22,28.15
1799,4-Dec-22,26.1
1800,5-Dec-22,27.85
1801,6-Dec-22,27.45
1802,7-Dec-22,28.85
1803,8-Dec-22,27.75
1804,9-Dec-22,26.3
1805,10-Dec-22,25.1
1806,11-Dec-22,24.65
1807,12-Dec-22,26.25
1808,13-Dec-22,26.65
1809,14-Dec-22,27.4
1810,15-Dec-22,27.9
1811,16-Dec-22,27.4
1812,17-Dec-22,27.85
1813,18-Dec-22,25.25
1814,19-Dec-22,24.9
1815,20-Dec-22,25.65
1816,21-Dec-22,26.95
1817,22-Dec-22,24.45
1818,23-Dec-22,26
1819,24-Dec-22,23
1820,25-Dec-22,21.3
1821,26-Dec-22,21.5
1822,27-Dec-22,22.5
1823,28-Dec-22,23.7
1824,29-Dec-22,25.05
1825,30-Dec-22,24.25
1826,31-Dec-22,26.6
